country_name,country_code,indicator_name,indicator_code,value,year
Iceland,ISL,Theoretical duration of secondary education (years),SE.SEC.DURS,7.0,2016
Iceland,ISL,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,12501.0,2016
Iceland,ISL,"Population, ages 0-14, total",SP.POP.0014.TO,67410.0,2016
Iceland,ISL,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,2.90000009536743,2016
Iceland,ISL,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,6202.0,2016
Iceland,ISL,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,2016
Iceland,ISL,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,6865.0,2016
Iceland,ISL,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,30894.0,2016
Iceland,ISL,"Population, ages 15-64, total",SP.POP.1564.TO,219795.0,2016
Iceland,ISL,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,3.0,2016
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,167676.0,2016
Iceland,ISL,"Population of the official entrance age to primary education, female (number)",UIS.SAP.1.G1.F,2258.0,2016
Iceland,ISL,"Population, ages 0-14, male",SP.POP.0014.MA.IN,34360.0,2016
Iceland,ISL,Theoretical duration of primary education (years),SE.PRM.DURS,7.0,2016
Iceland,ISL,Population growth (annual %),SP.POP.GROW,1.03358927687966,2016
Iceland,ISL,Duration of compulsory education (years),SE.COM.DURS,10.0,2016
Iceland,ISL,"Labor force, total",SL.TLF.TOTL.IN,207438.0,2016
Iceland,ISL,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,2016
Iceland,ISL,"Population of the official age for the last grade of primary education, female (number)",SP.PRM.GRAD.FE,2069.0,2016
Iceland,ISL,"Population of the official age for post-secondary non-tertiary education, female (number)",UIS.SAP.4.F,4915.0,2016
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,166576.0,2016
Iceland,ISL,GNI (current US$),NY.GNP.MKTP.CD,20472069534.3965,2016
Iceland,ISL,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,16249289009.3572,2016
Iceland,ISL,"Population of the official age for secondary education, female (number)",SP.SEC.TOTL.FE.IN,14833.0,2016
Iceland,ISL,"Population of the official entrance age to secondary general education, female (number)",UIS.SAP.23.GPV.G1.F,2062.0,2016
Ireland,IRL,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,2016
Ireland,IRL,Theoretical duration of lower secondary education (years),SE.SEC.DURS.LO,3.0,2016
Ireland,IRL,"Population, ages 15-64, total",SP.POP.1564.TO,3089050.0,2016
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,63861.921981574,2016
Ireland,IRL,"Population, female",SP.POP.TOTL.FE.IN,2406205.0,2016
Ireland,IRL,"Population of the official age for lower secondary education, female (number)",SP.SEC.LTOT.FE.IN,85682.0,2016
Ireland,IRL,Official entrance age to post-secondary non-tertiary education (years),UIS.THAGE.4.A.GPV,18.0,2016
Ireland,IRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,340821460710.566,2016
Ireland,IRL,"Population of the official age for primary education, female (number)",SP.PRM.TOTL.FE.IN,265638.0,2016
Ireland,IRL,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2.0,2016
Ireland,IRL,"Population of the official age for post-secondary non-tertiary education, both sexes (number)",UIS.SAP.4,103695.0,2016
Ireland,IRL,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,70227.0,2016
Ireland,IRL,"Population of the official age for primary education, male (number)",SP.PRM.TOTL.MA.IN,282965.0,2016
Ireland,IRL,"Labor force, total",SL.TLF.TOTL.IN,2256679.0,2016
Ireland,IRL,PIRLS: Distribution of Reading Scores: 95th Percentile Score,LO.PIRLS.REA.P95,678.0,2016
Ireland,IRL,"Population, ages 15-64, female",SP.POP.1564.FE.IN,1554341.0,2016
Ireland,IRL,"Population, ages 0-14, male",SP.POP.0014.MA.IN,531285.0,2016
Ireland,IRL,"Population, ages 15-64, male",SP.POP.1564.MA.IN,1534704.0,2016
Ireland,IRL,Official entrance age to upper secondary education (years),UIS.THAGE.3.A.GPV,16.0,2016
Ireland,IRL,"Population of the official age for lower secondary education, both sexes (number)",SP.SEC.LTOT.IN,175970.0,2016
Ireland,IRL,"Population of the official entrance age to primary education, both sexes (number)",UIS.SAP.1.G1,72961.0,2016
Ireland,IRL,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,145569.0,2016
Ireland,IRL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,62991.9090283938,2016
Ireland,IRL,PIRLS: Fourth grade students reaching the high international benchmark in reading achievement (%),LO.PIRLS.REA.HI,62.0,2016
Ireland,IRL,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,332361432969.859,2016
Ireland,IRL,"PIRLS: Mean performance on the reading scale, total",LO.PIRLS.REA,567.0,2016
Ireland,IRL,Population growth (annual %),SP.POP.GROW,2.03733423538262,2016
Ireland,IRL,"Population of the official entrance age to secondary general education, both sexes (number)",UIS.SAP.23.GPV.G1,60459.0,2016
Ireland,IRL,PIRLS: Distribution of Reading Scores: 25th Percentile Score,LO.PIRLS.REA.P25,522.0,2016
Ireland,IRL,"Population of the official age for post-secondary non-tertiary education, male (number)",UIS.SAP.4.M,53229.0,2016
Ireland,IRL,GDP at market prices (current US$),NY.GDP.MKTP.CD,304819020500.641,2016
Ireland,IRL,"Population of the official age for secondary education, female (number)",SP.SEC.TOTL.FE.IN,138761.0,2016
Ireland,IRL,Theoretical duration of post-secondary non-tertiary education (years),UIS.THDUR.4.A.GPV,2.0,2016
Ireland,IRL,Duration of compulsory education (years),SE.COM.DURS,10.0,2016
Ireland,IRL,"Population, ages 0-14, female",SP.POP.0014.FE.IN,504635.0,2016
Ireland,IRL,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,3.6,2016
Ireland,IRL,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,53079.0,2016
Ireland,IRL,"Population of the official entrance age to primary education, female (number)",UIS.SAP.1.G1.F,35207.0,2016
Ireland,IRL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,2016
Ireland,IRL,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,108889.0,2016
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,2366890.0,2016
Lao PDR,LAO,Theoretical duration of post-secondary non-tertiary education (years),UIS.THDUR.4.A.GPV,2.0,2016
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2353.13684754116,2016
Lao PDR,LAO,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 1 Lever 2: Legal authority over the management of the non-teaching staff salaries,SABER.SCH.ATNM.GOAL1.LVL2,2.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 1 Lever 4: Legal authority to raise additional funds for the school,SABER.SCH.ATNM.GOAL1.LVL4,4.0,2016
Lao PDR,LAO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2150.0,2016
Lao PDR,LAO,Official entrance age to pre-primary education (years),UIS.THAGE.0,3.0,2016
Lao PDR,LAO,"Population, male (% of total)",SP.POP.TOTL.MA.ZS,49.8624961048208,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 4 Lever 1: Existence and Frequency of school assessments,SABER.SCH.ATNM.GOAL4.LVL1,3.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 4 Lever 5: Publication of student assessments,SABER.SCH.ATNM.GOAL4.LVL5,1.0,2016
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6196.40147546162,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 2 Lever 1: Autonomy in teacher appointment and deployment decisions,SABER.SCH.ATNM.GOAL2.LVL1,2.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 4: School and student assessment,SABER.SCH.ATNM.GOAL4,2.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 1 Lever 3: Legal authority over the management of teacher salaries,SABER.SCH.ATNM.GOAL1.LVL3,2.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 5 Lever 1:  Guidelines for the use of results of student assessments,SABER.SCH.ATNM.GOAL5.LVL1,1.0,2016
Lao PDR,LAO,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,1.60000002384186,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 5 Lever 2:  Analysis of school and student performan,SABER.SCH.ATNM.GOAL5.LVL2,1.0,2016
Lao PDR,LAO,"Population of the official age for post-secondary non-tertiary education, male (number)",UIS.SAP.4.M,153550.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 2 Lever 2: Autonomy in non-teaching staff appointment and deployment decisions,SABER.SCH.ATNM.GOAL2.LVL2,2.0,2016
Lao PDR,LAO,"Population, ages 15-64, male",SP.POP.1564.MA.IN,2106332.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 2 Lever 3: Autonomy in school principal appointment and deployment decisions,SABER.SCH.ATNM.GOAL2.LVL3,3.0,2016
Lao PDR,LAO,"SABER: (School Autonomy Accountability) Policy Goal 4 Lever 4: Use of standardized student assessments for pedagogical, operational, and personnel adjustments",SABER.SCH.ATNM.GOAL4.LVL4,1.0,2016
Lao PDR,LAO,GDP at market prices (current US$),NY.GDP.MKTP.CD,15903329472.9904,2016
Lao PDR,LAO,"Population, ages 0-14, total",SP.POP.0014.TO,2248402.0,2016
Lao PDR,LAO,"SABER: (School Autonomy Accountability) Policy Goal 5 Lever 3:  Degree of Financial accountability at the central level, regional, municipal, local and school level",SABER.SCH.ATNM.GOAL5.LVL3,3.0,2016
Lao PDR,LAO,"Population of the official entrance age to primary education, female (number)",UIS.SAP.1.G1.F,79421.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 3 Lever 1: Participation of the school councils in budget preparation,SABER.SCH.ATNM.GOAL3.LVL1,3.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 5 Lever 4: Degree of Accountability in school operations,SABER.SCH.ATNM.GOAL5.LVL4,3.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 3 Lever 3: Participation of the school councils in personnel management,SABER.SCH.ATNM.GOAL3.LVL3,1.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 3 Lever 6: Transparency in community participation,SABER.SCH.ATNM.GOAL3.LVL6,1.0,2016
Lao PDR,LAO,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,1.39999997615814,2016
Lao PDR,LAO,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,11102149874.6925,2016
Lao PDR,LAO,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,62.7756644259334,2016
Lao PDR,LAO,"Population of the official age for post-secondary non-tertiary education, female (number)",UIS.SAP.4.F,149366.0,2016
Lao PDR,LAO,"Population of the official entrance age to secondary general education, both sexes (number)",UIS.SAP.23.GPV.G1,146102.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 3 Lever 2: Participation of the school councils in financial oversight,SABER.SCH.ATNM.GOAL3.LVL2,3.0,2016
Lao PDR,LAO,SABER: (School Autonomy Accountability) Policy Goal 3 Lever 4: Participation of the school councils in school activities,SABER.SCH.ATNM.GOAL3.LVL4,3.0,2016
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,3369884.0,2016
Lao PDR,LAO,"Population of the official entrance age to primary education, both sexes (number)",UIS.SAP.1.G1,162261.0,2016
Lesotho,LSO,"Population of the official age for secondary education, female (number)",SP.SEC.TOTL.FE.IN,121149.0,2016
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,1134442.0,2016
Lesotho,LSO,"Population of the official age for post-secondary non-tertiary education, female (number)",UIS.SAP.4.F,24849.0,2016
Lesotho,LSO,"Population of the official age for pre-primary education, both sexes (number)",SP.PRE.TOTL.IN,161444.0,2016
Lesotho,LSO,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,46.8608012560402,2016
Lesotho,LSO,"Population of the official entrance age to secondary general education, both sexes (number)",UIS.SAP.23.GPV.G1,47977.0,2016
Lesotho,LSO,"Population, ages 0-14, total",SP.POP.0014.TO,783055.0,2016
Lesotho,LSO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,6516149576.43794,2016
Lesotho,LSO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3340.0,2016
Lesotho,LSO,"Population of the official age for secondary education, male (number)",SP.SEC.TOTL.MA.IN,123386.0,2016
Lesotho,LSO,"Population, ages 0-14, male",SP.POP.0014.MA.IN,393741.0,2016
Lesotho,LSO,"Population of the official age for pre-primary education, female (number)",SP.PRE.TOTL.FE.IN,80150.0,2016
Lesotho,LSO,"Population, ages 0-14, female",SP.POP.0014.FE.IN,389308.0,2016
Lesotho,LSO,"Population, ages 15-64, male",SP.POP.1564.MA.IN,635839.0,2016
Lesotho,LSO,"Population of the official age for primary education, both sexes (number)",SP.PRM.TOTL.IN,344554.0,2016
Lesotho,LSO,Population growth (annual %),SP.POP.GROW,1.3327239193239,2016
Lesotho,LSO,Theoretical duration of secondary education (years),SE.SEC.DURS,5.0,2016
Lesotho,LSO,"Population of the official age for upper secondary education, female (number)",SP.SEC.UTOT.FE.IN,49211.0,2016
Lesotho,LSO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,2736.3548946839,2016
Lesotho,LSO,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,28.2999992370605,2016
Lesotho,LSO,Theoretical duration of primary education (years),SE.PRM.DURS,7.0,2016
Lesotho,LSO,"Population, ages 15-64, female",SP.POP.1564.FE.IN,686285.0,2016
Lesotho,LSO,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,2980616573.37731,2016
Lesotho,LSO,"Population of the official age for lower secondary education, male (number)",SP.SEC.LTOT.MA.IN,73228.0,2016
Lesotho,LSO,"Population of the official age for upper secondary education, both sexes (number)",SP.SEC.UTOT.IN,99369.0,2016
Lesotho,LSO,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2.0,2016
Lesotho,LSO,Internet users (per 100 people),IT.NET.USER.P2,27.36,2016
Lesotho,LSO,Theoretical duration of pre-primary education (years),UIS.THDUR.0,3.0,2016
Lesotho,LSO,"Population of the official entrance age to primary education, male (number)",UIS.SAP.1.G1.M,25808.0,2016
Lesotho,LSO,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,32.5999984741211,2016
Moldova,MDA,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,15.7173549761455,2016
Moldova,MDA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,15.9,2016
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,5342.57037011136,2016
Moldova,MDA,"Population, ages 0-14, male",SP.POP.0014.MA.IN,287947.0,2016
Moldova,MDA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.6,2016
Moldova,MDA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2120.0,2016
Moldova,MDA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,49.1793925155227,2016
Moldova,MDA,Theoretical duration of primary education (years),SE.PRM.DURS,4.0,2016
Moldova,MDA,Duration of compulsory education (years),SE.COM.DURS,9.0,2016
Moldova,MDA,Theoretical duration of pre-primary education (years),UIS.THDUR.0,4.0,2016
Moldova,MDA,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.09999990463257,2016
Moldova,MDA,"Population, ages 0-14, female",SP.POP.0014.FE.IN,270332.0,2016
Moldova,MDA,"Population, ages 15-64, total",SP.POP.1564.TO,2626949.0,2016
Moldova,MDA,GDP at market prices (current US$),NY.GDP.MKTP.CD,6749515654.64419,2016
Moldova,MDA,"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,5.30000019073486,2016
Moldova,MDA,"Labor force, total",SL.TLF.TOTL.IN,1281185.0,2016
Moldova,MDA,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,7326645709.47634,2016
Moldova,MDA,Internet users (per 100 people),IT.NET.USER.P2,70.99999911,2016
Moldova,MDA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,20162281264.5049,2016
Moldova,MDA,Official entrance age to lower secondary education (years),SE.SEC.AGES,11.0,2016
Moldova,MDA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,5680.0,2016
Moldova,MDA,"Population, male (% of total)",SP.POP.TOTL.MA.ZS,48.014697967218,2016
Moldova,MDA,Theoretical duration of secondary education (years),SE.SEC.DURS,7.0,2016
Moldova,MDA,"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,2.90000009536743,2016
Moldova,MDA,"Population, total",SP.POP.TOTL,3552000.0,2016
Moldova,MDA,Theoretical duration of upper secondary education (years),SE.SEC.DURS.UP,2.0,2016
Morocco,MAR,"Population, male (% of total)",SP.POP.TOTL.MA.ZS,49.50756152919,2016
Morocco,MAR,Official entrance age to pre-primary education (years),UIS.THAGE.0,4.0,2016
Morocco,MAR,"PIRLS: Mean performance on the reading scale, female",LO.PIRLS.REA.FE,372.0,2016
Morocco,MAR,PIRLS: Distribution of Reading Scores: 10th Percentile Score,LO.PIRLS.REA.P10,217.0,2016
Morocco,MAR,Population growth (annual %),SP.POP.GROW,1.35122852209619,2016
Morocco,MAR,PIRLS: Distribution of Reading Scores: 50th Percentile Score,LO.PIRLS.REA.P50,359.0,2016
Morocco,MAR,"Population, ages 0-14, total",SP.POP.0014.TO,9726617.0,2016
Morocco,MAR,GNI (current US$),NY.GNP.MKTP.CD,101718378791.741,2016
Morocco,MAR,PIRLS: Fourth grade students who did not reach the low international benchmark in reading achievement (%),LO.PIRLS.REA.BL,64.0,2016
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,7837.90443755528,2016
Morocco,MAR,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,26.0873271082882,2016
Morocco,MAR,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,27.1,2016
